batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,elements_matrix,elements_kernel,hashkey
41,422,6,5,1,2,1,0,0,178084,36,"[41,422,6,5,1,2,1,0,0,178084,36]"
40,102,2,76,66,2,0,0,0,10404,4,"[40,102,2,76,66,2,0,0,0,10404,4]"
48,113,4,54,75,3,1,1,0,12769,16,"[48,113,4,54,75,3,1,1,0,12769,16]"
31,369,3,21,8,2,1,1,0,136161,9,"[31,369,3,21,8,2,1,1,0,136161,9]"
1,410,3,8,12,1,0,1,0,168100,9,"[1,410,3,8,12,1,0,1,0,168100,9]"
58,359,4,10,4,3,0,1,0,128881,16,"[58,359,4,10,4,3,0,1,0,128881,16]"
19,357,1,14,4,2,0,0,1,127449,1,"[19,357,1,14,4,2,0,0,1,127449,1]"
63,224,3,17,30,4,0,0,0,50176,9,"[63,224,3,17,30,4,0,0,0,50176,9]"
44,419,7,11,2,1,1,1,0,175561,49,"[44,419,7,11,2,1,1,1,0,175561,49]"
47,393,6,2,20,1,0,0,1,154449,36,"[47,393,6,2,20,1,0,0,1,154449,36]"
11,498,2,15,6,3,1,1,0,248004,4,"[11,498,2,15,6,3,1,1,0,248004,4]"
43,508,6,12,6,1,0,0,0,258064,36,"[43,508,6,12,6,1,0,0,0,258064,36]"
8,240,6,39,12,2,1,0,1,57600,36,"[8,240,6,39,12,2,1,0,1,57600,36]"
34,461,2,13,15,3,0,1,1,212521,4,"[34,461,2,13,15,3,0,1,1,212521,4]"
1,49,1,7,189,4,0,0,0,2401,1,"[1,49,1,7,189,4,0,0,0,2401,1]"
21,499,5,7,5,4,0,0,0,249001,25,"[21,499,5,7,5,4,0,0,0,249001,25]"
43,271,6,9,21,3,0,0,1,73441,36,"[43,271,6,9,21,3,0,0,1,73441,36]"
24,210,6,1,32,1,1,0,0,44100,36,"[24,210,6,1,32,1,1,0,0,44100,36]"
35,359,4,22,2,3,1,1,0,128881,16,"[35,359,4,22,2,3,1,1,0,128881,16]"
46,502,7,12,2,4,0,1,0,252004,49,"[46,502,7,12,2,4,0,1,0,252004,49]"
16,400,6,19,3,2,1,0,0,160000,36,"[16,400,6,19,3,2,1,0,0,160000,36]"
19,207,5,36,29,2,0,1,1,42849,25,"[19,207,5,36,29,2,0,1,1,42849,25]"
7,209,4,24,40,4,0,1,1,43681,16,"[7,209,4,24,40,4,0,1,1,43681,16]"
49,108,4,28,42,2,0,0,1,11664,16,"[49,108,4,28,42,2,0,0,1,11664,16]"
18,207,5,20,27,4,0,1,1,42849,25,"[18,207,5,20,27,4,0,1,1,42849,25]"
5,120,5,56,62,1,1,0,0,14400,25,"[5,120,5,56,62,1,1,0,0,14400,25]"
38,204,5,48,32,3,1,0,1,41616,25,"[38,204,5,48,32,3,1,0,1,41616,25]"
56,404,4,22,23,1,0,0,1,163216,16,"[56,404,4,22,23,1,0,0,1,163216,16]"
55,219,7,29,3,4,1,1,0,47961,49,"[55,219,7,29,3,4,1,1,0,47961,49]"
15,484,1,5,11,2,1,0,1,234256,1,"[15,484,1,5,11,2,1,0,1,234256,1]"
53,129,1,53,67,1,1,0,0,16641,1,"[53,129,1,53,67,1,1,0,0,16641,1]"
1,61,5,100,6,4,0,0,1,3721,25,"[1,61,5,100,6,4,0,0,1,3721,25]"
64,204,7,13,17,4,0,1,1,41616,49,"[64,204,7,13,17,4,0,1,1,41616,49]"
42,215,6,28,32,1,0,1,1,46225,36,"[42,215,6,28,32,1,0,1,1,46225,36]"
44,452,5,15,14,3,0,0,0,204304,25,"[44,452,5,15,14,3,0,0,0,204304,25]"
30,5,3,705,224,2,1,0,0,25,9,"[30,5,3,705,224,2,1,0,0,25,9]"
3,333,7,12,28,1,1,0,1,110889,49,"[3,333,7,12,28,1,1,0,1,110889,49]"
5,223,1,36,15,2,1,0,1,49729,1,"[5,223,1,36,15,2,1,0,1,49729,1]"
28,189,3,49,1,3,0,0,0,35721,9,"[28,189,3,49,1,3,0,0,0,35721,9]"
28,499,3,12,13,1,0,1,1,249001,9,"[28,499,3,12,13,1,0,1,1,249001,9]"
61,318,4,16,21,1,0,0,0,101124,16,"[61,318,4,16,21,1,0,0,0,101124,16]"
42,246,2,21,27,2,0,1,0,60516,4,"[42,246,2,21,27,2,0,1,0,60516,4]"
13,76,1,67,42,2,1,1,1,5776,1,"[13,76,1,67,42,2,1,1,1,5776,1]"
48,45,3,199,130,3,1,0,1,2025,9,"[48,45,3,199,130,3,1,0,1,2025,9]"
58,487,7,14,1,4,0,0,0,237169,49,"[58,487,7,14,1,4,0,0,0,237169,49]"
17,458,4,14,2,3,0,0,0,209764,16,"[17,458,4,14,2,3,0,0,0,209764,16]"
19,54,7,137,71,3,0,0,0,2916,49,"[19,54,7,137,71,3,0,0,0,2916,49]"
32,407,5,13,10,4,1,1,0,165649,25,"[32,407,5,13,10,4,1,1,0,165649,25]"
59,8,4,68,338,2,0,1,0,64,16,"[59,8,4,68,338,2,0,1,0,64,16]"
14,482,2,13,19,4,1,0,1,232324,4,"[14,482,2,13,19,4,1,0,1,232324,4]"
3,42,7,84,3,4,0,1,0,1764,49,"[3,42,7,84,3,4,0,1,0,1764,49]"
44,209,5,35,11,2,1,0,1,43681,25,"[44,209,5,35,11,2,1,0,1,43681,25]"
40,46,3,192,115,4,1,0,0,2116,9,"[40,46,3,192,115,4,1,0,0,2116,9]"
18,454,7,14,8,1,0,0,0,206116,49,"[18,454,7,14,8,1,0,0,0,206116,49]"
41,135,1,48,61,2,1,0,0,18225,1,"[41,135,1,48,61,2,1,0,0,18225,1]"
43,470,6,7,17,4,0,1,1,220900,36,"[43,470,6,7,17,4,0,1,1,220900,36]"
14,41,6,86,241,1,0,1,0,1681,36,"[14,41,6,86,241,1,0,1,0,1681,36]"
3,288,7,18,7,2,0,0,1,82944,49,"[3,288,7,18,7,2,0,0,1,82944,49]"
39,283,7,13,20,2,0,1,1,80089,49,"[39,283,7,13,20,2,0,1,1,80089,49]"
31,433,7,19,16,2,1,1,0,187489,49,"[31,433,7,19,16,2,1,1,0,187489,49]"
64,509,7,18,7,2,0,0,0,259081,49,"[64,509,7,18,7,2,0,0,0,259081,49]"
20,34,4,190,287,1,1,0,1,1156,16,"[20,34,4,190,287,1,1,0,1,1156,16]"
31,484,5,13,16,4,0,1,1,234256,25,"[31,484,5,13,16,4,0,1,1,234256,25]"
40,418,2,11,7,2,0,0,1,174724,4,"[40,418,2,11,7,2,0,0,1,174724,4]"
63,57,4,111,126,4,0,0,1,3249,16,"[63,57,4,111,126,4,0,0,1,3249,16]"
36,473,1,10,9,3,0,0,0,223729,1,"[36,473,1,10,9,3,0,0,0,223729,1]"
24,83,7,18,93,4,1,0,1,6889,49,"[24,83,7,18,93,4,1,0,1,6889,49]"
8,281,6,29,8,1,1,1,0,78961,36,"[8,281,6,29,8,1,1,1,0,78961,36]"
3,204,2,30,2,4,0,1,0,41616,4,"[3,204,2,30,2,4,0,1,0,41616,4]"
10,499,6,3,2,3,0,0,1,249001,36,"[10,499,6,3,2,3,0,0,1,249001,36]"
29,461,4,5,20,3,1,1,1,212521,16,"[29,461,4,5,20,3,1,1,1,212521,16]"
56,188,3,19,51,4,0,0,0,35344,9,"[56,188,3,19,51,4,0,0,0,35344,9]"
19,318,2,28,20,1,0,1,0,101124,4,"[19,318,2,28,20,1,0,1,0,101124,4]"
9,441,1,14,1,4,1,0,0,194481,1,"[9,441,1,14,1,4,1,0,0,194481,1]"
49,61,1,46,55,1,0,0,0,3721,1,"[49,61,1,46,55,1,0,0,0,3721,1]"
23,303,6,8,8,3,0,1,1,91809,36,"[23,303,6,8,8,3,0,1,1,91809,36]"
33,194,5,25,17,1,0,0,1,37636,25,"[33,194,5,25,17,1,0,0,1,37636,25]"
49,330,2,22,22,2,0,0,0,108900,4,"[49,330,2,22,22,2,0,0,0,108900,4]"
31,407,6,13,14,4,0,1,1,165649,36,"[31,407,6,13,14,4,0,1,1,165649,36]"
30,182,5,25,19,3,1,1,0,33124,25,"[30,182,5,25,19,3,1,1,0,33124,25]"
17,357,1,22,12,1,1,1,1,127449,1,"[17,357,1,22,12,1,1,1,1,127449,1]"
24,322,5,1,20,4,1,1,0,103684,25,"[24,322,5,1,20,4,1,1,0,103684,25]"
57,284,5,33,28,4,0,1,0,80656,25,"[57,284,5,33,28,4,0,1,0,80656,25]"
60,225,2,12,14,4,0,0,1,50625,4,"[60,225,2,12,14,4,0,0,1,50625,4]"
27,175,4,53,52,2,0,1,0,30625,16,"[27,175,4,53,52,2,0,1,0,30625,16]"
51,419,6,9,3,1,1,1,1,175561,36,"[51,419,6,9,3,1,1,1,1,175561,36]"
46,43,7,199,46,2,1,0,0,1849,49,"[46,43,7,199,46,2,1,0,0,1849,49]"
61,100,7,72,73,1,1,0,0,10000,49,"[61,100,7,72,73,1,1,0,0,10000,49]"
31,89,6,76,23,2,1,1,0,7921,36,"[31,89,6,76,23,2,1,1,0,7921,36]"
45,476,5,15,11,4,0,0,1,226576,25,"[45,476,5,15,11,4,0,0,1,226576,25]"
37,342,5,26,20,3,0,1,0,116964,25,"[37,342,5,26,20,3,0,1,0,116964,25]"
9,396,1,10,11,4,0,0,1,156816,1,"[9,396,1,10,11,4,0,0,1,156816,1]"
57,480,2,10,6,3,0,0,0,230400,4,"[57,480,2,10,6,3,0,0,0,230400,4]"
43,362,4,17,5,3,1,0,1,131044,16,"[43,362,4,17,5,3,1,0,1,131044,16]"
15,61,4,119,4,4,0,1,0,3721,16,"[15,61,4,119,4,4,0,1,0,3721,16]"
17,332,4,8,25,3,0,0,0,110224,16,"[17,332,4,8,25,3,0,0,0,110224,16]"
39,421,2,1,16,4,0,0,1,177241,4,"[39,421,2,1,16,4,0,0,1,177241,4]"
1,91,4,75,61,3,1,1,0,8281,16,"[1,91,4,75,61,3,1,1,0,8281,16]"
34,488,1,5,18,1,1,1,0,238144,1,"[34,488,1,5,18,1,1,1,0,238144,1]"
64,465,4,16,20,2,1,1,1,216225,16,"[64,465,4,16,20,2,1,1,1,216225,16]"
60,334,2,24,20,2,0,1,1,111556,4,"[60,334,2,24,20,2,0,1,1,111556,4]"
30,168,2,55,4,4,0,1,0,28224,4,"[30,168,2,55,4,4,0,1,0,28224,4]"
25,422,6,7,12,2,1,0,0,178084,36,"[25,422,6,7,12,2,1,0,0,178084,36]"
24,434,1,3,22,3,0,0,1,188356,1,"[24,434,1,3,22,3,0,0,1,188356,1]"
22,391,5,5,14,3,1,1,0,152881,25,"[22,391,5,5,14,3,1,1,0,152881,25]"
39,186,4,45,37,2,0,1,1,34596,16,"[39,186,4,45,37,2,0,1,1,34596,16]"
4,242,6,13,18,3,1,1,0,58564,36,"[4,242,6,13,18,3,1,1,0,58564,36]"
2,408,5,11,13,2,1,0,1,166464,25,"[2,408,5,11,13,2,1,0,1,166464,25]"
17,82,7,32,34,4,0,0,0,6724,49,"[17,82,7,32,34,4,0,0,0,6724,49]"
51,507,5,11,6,1,0,0,0,257049,25,"[51,507,5,11,6,1,0,0,0,257049,25]"
2,102,1,84,96,2,1,1,0,10404,1,"[2,102,1,84,96,2,1,1,0,10404,1]"
42,473,1,5,13,2,1,0,1,223729,1,"[42,473,1,5,13,2,1,0,1,223729,1]"
31,97,7,72,27,3,1,0,0,9409,49,"[31,97,7,72,27,3,1,0,0,9409,49]"
50,407,3,19,10,1,0,1,1,165649,9,"[50,407,3,19,10,1,0,1,1,165649,9]"
25,281,7,7,29,3,0,1,1,78961,49,"[25,281,7,7,29,3,0,1,1,78961,49]"
60,30,6,9,71,1,1,1,1,900,36,"[60,30,6,9,71,1,1,1,1,900,36]"
53,247,5,13,7,2,0,0,1,61009,25,"[53,247,5,13,7,2,0,0,1,61009,25]"
5,144,4,45,25,3,0,1,0,20736,16,"[5,144,4,45,25,3,0,1,0,20736,16]"
60,215,1,7,15,3,0,1,1,46225,1,"[60,215,1,7,15,3,0,1,1,46225,1]"
32,409,6,4,21,1,0,0,1,167281,36,"[32,409,6,4,21,1,0,0,1,167281,36]"
7,263,7,28,19,4,0,1,1,69169,49,"[7,263,7,28,19,4,0,1,1,69169,49]"
18,472,2,10,12,2,1,1,1,222784,4,"[18,472,2,10,12,2,1,1,1,222784,4]"
55,302,6,8,14,1,1,1,0,91204,36,"[55,302,6,8,14,1,1,1,0,91204,36]"
39,52,4,86,183,4,0,0,0,2704,16,"[39,52,4,86,183,4,0,0,0,2704,16]"
2,251,4,27,26,1,0,0,0,63001,16,"[2,251,4,27,26,1,0,0,0,63001,16]"
18,62,2,56,121,2,0,1,1,3844,4,"[18,62,2,56,121,2,0,1,1,3844,4]"
45,6,1,777,1450,4,0,1,0,36,1,"[45,6,1,777,1450,4,0,1,0,36,1]"
45,351,2,8,13,2,1,0,0,123201,4,"[45,351,2,8,13,2,1,0,0,123201,4]"
13,94,3,19,60,2,1,1,1,8836,9,"[13,94,3,19,60,2,1,1,1,8836,9]"
33,304,1,20,1,3,0,1,1,92416,1,"[33,304,1,20,1,3,0,1,1,92416,1]"
22,442,6,3,6,3,0,0,0,195364,36,"[22,442,6,3,6,3,0,0,0,195364,36]"
46,275,7,21,14,3,1,0,1,75625,49,"[46,275,7,21,14,3,1,0,1,75625,49]"
37,106,6,63,29,4,1,1,1,11236,36,"[37,106,6,63,29,4,1,1,1,11236,36]"
15,217,2,37,21,2,1,1,0,47089,4,"[15,217,2,37,21,2,1,1,0,47089,4]"
49,367,3,10,12,2,1,1,0,134689,9,"[49,367,3,10,12,2,1,1,0,134689,9]"
7,337,6,14,21,1,1,1,1,113569,36,"[7,337,6,14,21,1,1,1,1,113569,36]"
32,52,2,146,81,1,0,1,0,2704,4,"[32,52,2,146,81,1,0,1,0,2704,4]"
24,245,7,20,10,3,0,1,1,60025,49,"[24,245,7,20,10,3,0,1,1,60025,49]"
33,171,2,9,17,1,1,0,1,29241,4,"[33,171,2,9,17,1,1,0,1,29241,4]"
22,72,3,43,111,2,0,1,1,5184,9,"[22,72,3,43,111,2,0,1,1,5184,9]"
35,183,1,41,49,4,1,0,0,33489,1,"[35,183,1,41,49,4,1,0,0,33489,1]"
14,317,6,6,28,4,1,0,1,100489,36,"[14,317,6,6,28,4,1,0,1,100489,36]"
17,299,5,2,31,4,1,1,1,89401,25,"[17,299,5,2,31,4,1,1,1,89401,25]"
27,315,5,15,7,4,1,1,0,99225,25,"[27,315,5,15,7,4,1,1,0,99225,25]"
62,28,1,103,296,3,0,1,1,784,1,"[62,28,1,103,296,3,0,1,1,784,1]"
38,309,6,19,24,3,1,1,0,95481,36,"[38,309,6,19,24,3,1,1,0,95481,36]"
9,456,5,1,4,1,1,0,1,207936,25,"[9,456,5,1,4,1,1,0,1,207936,25]"
27,357,7,4,26,3,0,1,1,127449,49,"[27,357,7,4,26,3,0,1,1,127449,49]"
3,407,2,8,19,1,0,1,0,165649,4,"[3,407,2,8,19,1,0,1,0,165649,4]"
4,181,2,28,27,2,0,0,1,32761,4,"[4,181,2,28,27,2,0,0,1,32761,4]"
54,401,2,23,9,2,1,0,0,160801,4,"[54,401,2,23,9,2,1,0,0,160801,4]"
30,466,6,5,19,3,0,0,1,217156,36,"[30,466,6,5,19,3,0,0,1,217156,36]"
31,47,5,39,85,3,1,1,0,2209,25,"[31,47,5,39,85,3,1,1,0,2209,25]"
63,406,1,7,16,3,1,1,0,164836,1,"[63,406,1,7,16,3,1,1,0,164836,1]"
43,274,6,13,4,1,0,0,1,75076,36,"[43,274,6,13,4,1,0,0,1,75076,36]"
55,339,2,15,20,1,1,0,0,114921,4,"[55,339,2,15,20,1,1,0,0,114921,4]"
3,424,7,9,19,4,0,0,1,179776,49,"[3,424,7,9,19,4,0,0,1,179776,49]"
38,362,7,8,15,2,1,1,0,131044,49,"[38,362,7,8,15,2,1,1,0,131044,49]"
45,290,1,30,24,1,1,1,1,84100,1,"[45,290,1,30,24,1,1,1,1,84100,1]"
57,403,1,23,16,2,0,1,0,162409,1,"[57,403,1,23,16,2,0,1,0,162409,1]"
43,360,4,6,8,2,0,1,1,129600,16,"[43,360,4,6,8,2,0,1,1,129600,16]"
34,184,3,24,26,2,1,1,0,33856,9,"[34,184,3,24,26,2,1,1,0,33856,9]"
7,31,3,62,114,2,1,0,1,961,9,"[7,31,3,62,114,2,1,0,1,961,9]"
19,316,6,29,28,1,0,1,1,99856,36,"[19,316,6,29,28,1,0,1,1,99856,36]"
43,255,1,35,2,1,1,0,0,65025,1,"[43,255,1,35,2,1,1,0,0,65025,1]"
24,49,3,126,72,1,0,0,0,2401,9,"[24,49,3,126,72,1,0,0,0,2401,9]"
39,224,6,18,15,3,1,1,0,50176,36,"[39,224,6,18,15,3,1,1,0,50176,36]"
27,302,7,9,22,3,1,1,0,91204,49,"[27,302,7,9,22,3,1,1,0,91204,49]"
28,137,4,24,10,3,1,1,0,18769,16,"[28,137,4,24,10,3,1,1,0,18769,16]"
22,106,6,9,10,3,1,1,1,11236,36,"[22,106,6,9,10,3,1,1,1,11236,36]"
54,204,3,8,39,3,1,0,0,41616,9,"[54,204,3,8,39,3,1,0,0,41616,9]"
19,478,3,5,12,3,1,0,1,228484,9,"[19,478,3,5,12,3,1,0,1,228484,9]"
2,129,7,72,13,1,1,1,1,16641,49,"[2,129,7,72,13,1,1,1,1,16641,49]"
40,504,7,10,9,1,1,0,1,254016,49,"[40,504,7,10,9,1,1,0,1,254016,49]"
17,277,1,10,6,1,1,1,1,76729,1,"[17,277,1,10,6,1,1,1,1,76729,1]"
12,349,7,18,12,4,0,1,1,121801,49,"[12,349,7,18,12,4,0,1,1,121801,49]"
45,139,1,9,1,2,1,1,1,19321,1,"[45,139,1,9,1,2,1,1,1,19321,1]"
3,337,3,11,2,4,1,0,1,113569,9,"[3,337,3,11,2,4,1,0,1,113569,9]"
42,457,5,1,14,4,1,1,0,208849,25,"[42,457,5,1,14,4,1,1,0,208849,25]"
58,472,7,7,2,4,0,0,1,222784,49,"[58,472,7,7,2,4,0,0,1,222784,49]"
2,164,1,15,15,1,0,0,0,26896,1,"[2,164,1,15,15,1,0,0,0,26896,1]"
25,89,2,13,61,2,0,1,1,7921,4,"[25,89,2,13,61,2,0,1,1,7921,4]"
22,283,7,27,27,1,1,0,0,80089,49,"[22,283,7,27,27,1,1,0,0,80089,49]"
30,490,5,8,17,1,0,0,0,240100,25,"[30,490,5,8,17,1,0,0,0,240100,25]"
1,218,7,40,7,3,0,0,1,47524,49,"[1,218,7,40,7,3,0,0,1,47524,49]"
35,405,2,22,15,4,0,1,1,164025,4,"[35,405,2,22,15,4,0,1,1,164025,4]"
25,92,3,41,20,3,1,1,1,8464,9,"[25,92,3,41,20,3,1,1,1,8464,9]"
52,120,5,67,81,3,0,1,0,14400,25,"[52,120,5,67,81,3,0,1,0,14400,25]"
21,127,2,51,11,2,0,1,1,16129,4,"[21,127,2,51,11,2,0,1,1,16129,4]"
42,509,1,16,3,1,1,0,0,259081,1,"[42,509,1,16,3,1,1,0,0,259081,1]"
58,457,6,19,20,2,0,0,0,208849,36,"[58,457,6,19,20,2,0,0,0,208849,36]"
23,338,7,16,11,4,0,0,1,114244,49,"[23,338,7,16,11,4,0,0,1,114244,49]"
1,212,3,33,31,3,1,0,1,44944,9,"[1,212,3,33,31,3,1,0,1,44944,9]"
32,460,3,6,8,1,0,0,1,211600,9,"[32,460,3,6,8,1,0,0,1,211600,9]"
2,277,6,9,31,3,0,1,1,76729,36,"[2,277,6,9,31,3,0,1,1,76729,36]"
58,99,4,52,43,1,1,1,1,9801,16,"[58,99,4,52,43,1,1,1,1,9801,16]"
52,374,7,5,14,4,0,1,0,139876,49,"[52,374,7,5,14,4,0,1,0,139876,49]"
45,205,2,44,43,2,1,1,1,42025,4,"[45,205,2,44,43,2,1,1,1,42025,4]"
57,483,7,1,7,4,0,0,0,233289,49,"[57,483,7,1,7,4,0,0,0,233289,49]"
26,217,5,11,28,4,0,0,0,47089,25,"[26,217,5,11,28,4,0,0,0,47089,25]"
2,157,2,24,31,1,0,1,0,24649,4,"[2,157,2,24,31,1,0,1,0,24649,4]"
7,99,5,81,92,3,1,0,1,9801,25,"[7,99,5,81,92,3,1,0,1,9801,25]"
62,380,5,21,18,1,0,1,1,144400,25,"[62,380,5,21,18,1,0,1,1,144400,25]"
17,117,1,53,72,4,0,1,1,13689,1,"[17,117,1,53,72,4,0,1,1,13689,1]"
12,368,3,9,22,2,1,0,1,135424,9,"[12,368,3,9,22,2,1,0,1,135424,9]"
43,135,3,6,58,2,0,0,1,18225,9,"[43,135,3,6,58,2,0,0,1,18225,9]"
31,178,6,26,25,1,1,0,1,31684,36,"[31,178,6,26,25,1,1,0,1,31684,36]"
15,450,4,16,3,3,0,1,0,202500,16,"[15,450,4,16,3,3,0,1,0,202500,16]"
11,157,6,37,30,1,1,1,0,24649,36,"[11,157,6,37,30,1,1,1,0,24649,36]"
5,322,1,12,27,2,1,0,0,103684,1,"[5,322,1,12,27,2,1,0,0,103684,1]"
10,366,3,7,6,4,0,1,0,133956,9,"[10,366,3,7,6,4,0,1,0,133956,9]"
24,132,5,2,59,4,1,1,0,17424,25,"[24,132,5,2,59,4,1,1,0,17424,25]"
1,135,3,44,2,2,1,0,1,18225,9,"[1,135,3,44,2,2,1,0,1,18225,9]"
33,53,4,79,120,1,0,1,1,2809,16,"[33,53,4,79,120,1,0,1,1,2809,16]"
27,244,1,29,20,4,0,1,0,59536,1,"[27,244,1,29,20,4,0,1,0,59536,1]"
16,100,1,39,8,3,1,0,1,10000,1,"[16,100,1,39,8,3,1,0,1,10000,1]"
38,428,4,10,5,3,1,0,1,183184,16,"[38,428,4,10,5,3,1,0,1,183184,16]"
19,24,7,297,51,1,1,0,1,576,49,"[19,24,7,297,51,1,1,0,1,576,49]"
56,458,3,1,19,4,1,1,1,209764,9,"[56,458,3,1,19,4,1,1,1,209764,9]"
59,135,3,5,19,3,1,0,0,18225,9,"[59,135,3,5,19,3,1,0,0,18225,9]"
5,403,1,19,15,1,1,1,0,162409,1,"[5,403,1,19,15,1,1,1,0,162409,1]"
6,328,5,6,11,3,0,1,1,107584,25,"[6,328,5,6,11,3,0,1,1,107584,25]"
15,444,7,4,21,3,1,1,1,197136,49,"[15,444,7,4,21,3,1,1,1,197136,49]"
38,146,1,16,20,3,1,0,0,21316,1,"[38,146,1,16,20,3,1,0,0,21316,1]"
59,311,7,27,6,2,1,1,1,96721,49,"[59,311,7,27,6,2,1,1,1,96721,49]"
7,451,7,18,9,3,1,0,1,203401,49,"[7,451,7,18,9,3,1,0,1,203401,49]"
45,393,5,4,10,1,1,1,0,154449,25,"[45,393,5,4,10,1,1,1,0,154449,25]"
61,449,6,20,8,1,1,0,0,201601,36,"[61,449,6,20,8,1,1,0,0,201601,36]"
16,389,7,15,5,3,1,0,1,151321,49,"[16,389,7,15,5,3,1,0,1,151321,49]"
28,432,4,1,13,2,1,1,1,186624,16,"[28,432,4,1,13,2,1,1,1,186624,16]"
1,456,5,9,10,2,0,1,1,207936,25,"[1,456,5,9,10,2,0,1,1,207936,25]"
59,469,6,20,12,1,0,1,1,219961,36,"[59,469,6,20,12,1,0,1,1,219961,36]"
31,353,1,9,23,2,1,1,0,124609,1,"[31,353,1,9,23,2,1,1,0,124609,1]"
31,272,7,19,30,3,0,1,1,73984,49,"[31,272,7,19,30,3,0,1,1,73984,49]"
23,266,2,5,21,4,1,0,0,70756,4,"[23,266,2,5,21,4,1,0,0,70756,4]"
45,419,2,15,14,1,1,1,1,175561,4,"[45,419,2,15,14,1,1,1,1,175561,4]"
33,485,6,7,19,4,0,1,1,235225,36,"[33,485,6,7,19,4,0,1,1,235225,36]"
8,304,1,10,1,3,1,0,0,92416,1,"[8,304,1,10,1,3,1,0,0,92416,1]"
6,459,6,14,1,4,1,1,1,210681,36,"[6,459,6,14,1,4,1,1,1,210681,36]"
28,109,5,88,51,2,1,1,1,11881,25,"[28,109,5,88,51,2,1,1,1,11881,25]"
21,87,2,9,93,1,1,1,0,7569,4,"[21,87,2,9,93,1,1,1,0,7569,4]"
32,485,4,17,5,3,1,0,0,235225,16,"[32,485,4,17,5,3,1,0,0,235225,16]"
63,485,5,19,11,1,1,1,1,235225,25,"[63,485,5,19,11,1,1,1,1,235225,25]"
11,410,7,7,14,4,1,0,0,168100,49,"[11,410,7,7,14,4,1,0,0,168100,49]"
64,333,3,16,7,2,0,0,0,110889,9,"[64,333,3,16,7,2,0,0,0,110889,9]"
64,173,7,41,11,2,1,1,1,29929,49,"[64,173,7,41,11,2,1,1,1,29929,49]"
48,428,4,18,15,3,1,0,0,183184,16,"[48,428,4,18,15,3,1,0,0,183184,16]"
8,373,2,4,15,1,0,1,1,139129,4,"[8,373,2,4,15,1,0,1,1,139129,4]"
38,157,7,22,17,4,0,0,0,24649,49,"[38,157,7,22,17,4,0,0,0,24649,49]"
44,306,4,4,28,3,0,1,1,93636,16,"[44,306,4,4,28,3,0,1,1,93636,16]"
30,250,4,20,2,4,0,1,1,62500,16,"[30,250,4,20,2,4,0,1,1,62500,16]"
26,391,5,19,18,1,0,1,1,152881,25,"[26,391,5,19,18,1,0,1,1,152881,25]"
28,467,2,11,19,2,1,0,0,218089,4,"[28,467,2,11,19,2,1,0,0,218089,4]"
32,169,5,33,2,4,0,1,1,28561,25,"[32,169,5,33,2,4,0,1,1,28561,25]"
11,95,3,45,56,3,0,0,1,9025,9,"[11,95,3,45,56,3,0,0,1,9025,9]"
54,67,4,38,124,3,0,1,0,4489,16,"[54,67,4,38,124,3,0,1,0,4489,16]"
40,304,7,3,18,3,0,0,0,92416,49,"[40,304,7,3,18,3,0,0,0,92416,49]"
15,148,2,11,23,2,1,1,1,21904,4,"[15,148,2,11,23,2,1,1,1,21904,4]"
33,190,6,19,3,3,0,0,0,36100,36,"[33,190,6,19,3,3,0,0,0,36100,36]"
57,412,7,3,10,2,0,1,0,169744,49,"[57,412,7,3,10,2,0,1,0,169744,49]"
5,265,7,26,27,4,0,0,0,70225,49,"[5,265,7,26,27,4,0,0,0,70225,49]"
18,223,6,3,35,3,1,0,1,49729,36,"[18,223,6,3,35,3,1,0,1,49729,36]"
23,431,5,11,5,1,0,1,1,185761,25,"[23,431,5,11,5,1,0,1,1,185761,25]"
39,269,1,16,3,2,1,0,1,72361,1,"[39,269,1,16,3,2,1,0,1,72361,1]"
40,239,2,23,1,3,1,0,0,57121,4,"[40,239,2,23,1,3,1,0,0,57121,4]"
48,468,6,7,14,4,1,0,0,219024,36,"[48,468,6,7,14,4,1,0,0,219024,36]"
27,327,4,16,15,1,1,1,0,106929,16,"[27,327,4,16,15,1,1,1,0,106929,16]"
48,207,1,27,17,4,0,1,0,42849,1,"[48,207,1,27,17,4,0,1,0,42849,1]"
30,408,3,23,4,3,0,0,0,166464,9,"[30,408,3,23,4,3,0,0,0,166464,9]"
45,298,7,10,14,1,1,1,0,88804,49,"[45,298,7,10,14,1,1,1,0,88804,49]"
57,229,1,14,14,3,1,0,0,52441,1,"[57,229,1,14,14,3,1,0,0,52441,1]"
36,317,6,12,27,2,0,0,1,100489,36,"[36,317,6,12,27,2,0,0,1,100489,36]"
46,56,7,60,147,4,1,1,0,3136,49,"[46,56,7,60,147,4,1,1,0,3136,49]"
33,304,2,29,21,4,1,0,0,92416,4,"[33,304,2,29,21,4,1,0,0,92416,4]"
56,491,5,13,16,3,1,0,1,241081,25,"[56,491,5,13,16,3,1,0,1,241081,25]"
29,124,5,5,29,4,1,1,0,15376,25,"[29,124,5,5,29,4,1,1,0,15376,25]"
63,461,2,15,1,1,0,0,1,212521,4,"[63,461,2,15,1,1,0,0,1,212521,4]"
33,368,6,1,26,4,1,1,0,135424,36,"[33,368,6,1,26,4,1,1,0,135424,36]"
58,359,6,21,15,2,0,0,1,128881,36,"[58,359,6,21,15,2,0,0,1,128881,36]"
